,Name,Wage,Value,Difference
15118,R. Charles-Cook,1000.0,300000.0,299000.0
15119,M. Heinrich,1000.0,300000.0,299000.0
15120,A. Erlingmark,1000.0,325000.0,324000.0
15121,G. Jones,1000.0,270000.0,269000.0
15122,M. Cassara,1000.0,190000.0,189000.0
15123,T. Tillman,4000.0,450000.0,446000.0
15124,Qiu Tianyi,2000.0,180000.0,178000.0
15125,Yang Jiawei,3000.0,240000.0,237000.0
15126,K. Khosonov,1000.0,375000.0,374000.0
15127,S. Frederiksen,2000.0,210000.0,208000.0
15128,L. Budziłek,1000.0,160000.0,159000.0
15129,J. Barmby,1000.0,280000.0,279000.0
15130,J. Franzoni,3000.0,220000.0,217000.0
15131,A. Bamba,1000.0,375000.0,374000.0
15132,C. Ilic,1000.0,250000.0,249000.0
15133,M. Gurski,1000.0,10000.0,9000.0
15134,B. Gyamfi,1000.0,240000.0,239000.0
15135,Daniel Rebollo,1000.0,350000.0,349000.0
15136,G. Canto,2000.0,260000.0,258000.0
15137,Adrià Arjona,1000.0,290000.0,289000.0
15138,C. McFadzean,2000.0,220000.0,218000.0
15139,K. Brennan,1000.0,60000.0,59000.0
15140,E. Berger,1000.0,250000.0,249000.0
15141,M. Choinière,1000.0,450000.0,449000.0
15142,A. Siebeck,1000.0,270000.0,269000.0
15143,N. Sukacev,2000.0,450000.0,448000.0
15144,G. Thompson,1000.0,70000.0,69000.0
15145,D. Tagami,1000.0,220000.0,219000.0
15146,D. Vokic,1000.0,250000.0,249000.0
15147,R. D'Haese,1000.0,350000.0,349000.0
15148,S. Seth,1000.0,325000.0,324000.0
15149,I. Ogbu,1000.0,325000.0,324000.0
15150,N. Temperini,2000.0,240000.0,238000.0
15151,T. Ivanof,2000.0,325000.0,323000.0
15152,C. González,2000.0,325000.0,323000.0
15153,B. Öztürk,2000.0,280000.0,278000.0
15154,M. Fischer,2000.0,290000.0,288000.0
15155,L. Malagón,1000.0,290000.0,289000.0
15156,M. Drawz,1000.0,450000.0,449000.0
15157,Z. Medley,5000.0,375000.0,370000.0
15158,P. Farman,2000.0,150000.0,148000.0
15159,M. Al Olayan,3000.0,240000.0,237000.0
15160,K. Tanno,1000.0,120000.0,119000.0
15161,A. Kovačević,1000.0,240000.0,239000.0
15162,F. Graudenz,1000.0,220000.0,219000.0
15163,R. Sallinger,1000.0,210000.0,209000.0
15164,L. Fraser,1000.0,425000.0,424000.0
15165,J. van Benthem,1000.0,300000.0,299000.0
15166,C. Stockton,2000.0,270000.0,268000.0
15167,D. Sánchez,1000.0,230000.0,229000.0
15168,Álvaro García,1000.0,425000.0,424000.0
15169,D. Leadbitter,2000.0,170000.0,168000.0
15170,C. Ainley,2000.0,450000.0,448000.0
15171,A. Bodart,1000.0,280000.0,279000.0
15172,N. Bazzana,2000.0,260000.0,258000.0
15173,M. Bleve,1000.0,260000.0,259000.0
15174,M. Molina,2000.0,425000.0,423000.0
15175,M. Behrens,1000.0,260000.0,259000.0
15176,V. Sirotov,1000.0,220000.0,219000.0
15177,M. Boudjemaa,2000.0,425000.0,423000.0
15178,C. Horgan,1000.0,220000.0,219000.0
15179,M. Rhead,3000.0,110000.0,107000.0
15180,G. Nyamsi,3000.0,290000.0,287000.0
15181,E. Reijnders,1000.0,400000.0,399000.0
15182,C. McDermott,1000.0,400000.0,399000.0
15183,U. Mohammed,1000.0,280000.0,279000.0
15184,E. Andersson,1000.0,350000.0,349000.0
15185,L. Joyce,3000.0,190000.0,187000.0
15186,I. Kanu,1000.0,425000.0,424000.0
15187,A. Majrashi,3000.0,325000.0,322000.0
15188,C. Pombo,2000.0,280000.0,278000.0
15189,M. Bean,1000.0,100000.0,99000.0
15190,T. Conlon,2000.0,270000.0,268000.0
15191,A. Purzycki,1000.0,270000.0,269000.0
15192,M. Maranda,1000.0,280000.0,279000.0
15193,A. Al Obud,4000.0,300000.0,296000.0
15194,T. Kallevåg,1000.0,260000.0,259000.0
15195,Gori López,1000.0,350000.0,349000.0
15196,A. Tsvetkov,0.0,0.0,0.0
15197,S. Al Khayri,3000.0,240000.0,237000.0
15198,F. Musaev,1000.0,200000.0,199000.0
15199,Chen Jie,2000.0,210000.0,208000.0
15200,M. Burgess,1000.0,280000.0,279000.0
15201,E. Kutler,1000.0,240000.0,239000.0
15202,Chechu Grana,1000.0,210000.0,209000.0
15203,T. Siekman,1000.0,200000.0,199000.0
15204,E. Bullaude,1000.0,425000.0,424000.0
15205,Shi Liang,2000.0,200000.0,198000.0
15206,D. Barlaser,5000.0,450000.0,445000.0
15207,D. Camacho,1000.0,400000.0,399000.0
15208,J. Oates,2000.0,170000.0,168000.0
15209,S. Cosgrove,1000.0,350000.0,349000.0
15210,B. Garré,7000.0,400000.0,393000.0
15211,J. Jones,3000.0,325000.0,322000.0
15212,R. Tranberg,1000.0,230000.0,229000.0
15213,S. Bougrine,1000.0,325000.0,324000.0
15214,S. Byrne,1000.0,260000.0,259000.0
15215,Park Yong Ji,1000.0,250000.0,249000.0
15216,C. Calderón,2000.0,350000.0,348000.0
15217,F. Juárez,1000.0,375000.0,374000.0
15218,F. Lapis,1000.0,220000.0,219000.0
15219,Cristian Rodríguez,5000.0,325000.0,320000.0
15220,S. Folan,1000.0,210000.0,209000.0
15221,Shan Pengfei,2000.0,210000.0,208000.0
15222,J. Yarney,4000.0,325000.0,321000.0
15223,F. Andersson,1000.0,140000.0,139000.0
15224,U. Tezel,1000.0,280000.0,279000.0
15225,A. Camara,2000.0,280000.0,278000.0
15226,A. Al Sharid,3000.0,250000.0,247000.0
15227,R. Jendrusch,1000.0,210000.0,209000.0
15228,M. Demir,3000.0,400000.0,397000.0
15229,J. Borgmann,1000.0,250000.0,249000.0
15230,D. Esmel,1000.0,375000.0,374000.0
15231,T. Nichols,2000.0,260000.0,258000.0
15232,R. Husić,1000.0,240000.0,239000.0
15233,V. Arboleda,1000.0,375000.0,374000.0
15234,G. Mells,1000.0,325000.0,324000.0
15235,Z. Grich,1000.0,280000.0,279000.0
15236,Yoon Dong Min,1000.0,210000.0,209000.0
15237,M. Jadama,1000.0,280000.0,279000.0
15238,Qi Tianyu,2000.0,230000.0,228000.0
15239,A. May,1000.0,350000.0,349000.0
15240,C. Maghoma,1000.0,240000.0,239000.0
15241,M. Sorensen,2000.0,400000.0,398000.0
15242,B. Morris,1000.0,425000.0,424000.0
15243,O. Dytyatev,1000.0,160000.0,159000.0
15244,P. Mbodji,2000.0,325000.0,323000.0
15245,S. Al Najai,3000.0,280000.0,277000.0
15246,D. Margush,1000.0,290000.0,289000.0
15247,M. Bokoum,1000.0,325000.0,324000.0
15248,R. Wolsztyński,1000.0,290000.0,289000.0
15249,L. Cruz,6000.0,375000.0,369000.0
15250,R. Escobar,1000.0,425000.0,424000.0
15251,A. Al Shammary,4000.0,325000.0,321000.0
15252,F. Krüger,1000.0,400000.0,399000.0
15253,H. Heath,1000.0,270000.0,269000.0
15254,W. Boyle,2000.0,250000.0,248000.0
15255,A. Rodríguez,3000.0,350000.0,347000.0
15256,T. Domgjoni,1000.0,450000.0,449000.0
15257,M. Bola,1000.0,290000.0,289000.0
15258,H. Mitsumaru,1000.0,220000.0,219000.0
15259,S. Smith,4000.0,450000.0,446000.0
15260,J. Qwiberg,1000.0,200000.0,199000.0
15261,B. Ashley-Seal,5000.0,450000.0,445000.0
15262,S. Fujitani,1000.0,250000.0,249000.0
15263,Sergi Álamo,3000.0,350000.0,347000.0
15264,A. Ćatić,1000.0,450000.0,449000.0
15265,A. Akinola,1000.0,425000.0,424000.0
15266,P. Grant,2000.0,250000.0,248000.0
15267,K. Monlouis,1000.0,325000.0,324000.0
15268,A. Anastasio,5000.0,290000.0,285000.0
15269,R. Gilmartin,2000.0,130000.0,128000.0
15270,B. Njie,1000.0,375000.0,374000.0
15271,E. Monthe,2000.0,250000.0,248000.0
15272,V. Millico,3000.0,400000.0,397000.0
15273,N. Husin,2000.0,350000.0,348000.0
15274,D. Salazar,1000.0,450000.0,449000.0
15275,V. Drchal,1000.0,425000.0,424000.0
15276,J. Caraballo,1000.0,325000.0,324000.0
15277,C. Zock,4000.0,270000.0,266000.0
15278,A. Chrzanowski,1000.0,300000.0,299000.0
15279,T. Clarke,1000.0,400000.0,399000.0
15280,F. Carstens,1000.0,300000.0,299000.0
15281,G. Scalera,1000.0,300000.0,299000.0
15282,B. Levis,1000.0,230000.0,229000.0
15283,B. Miele,1000.0,280000.0,279000.0
15284,A. Al Arraf,2000.0,210000.0,208000.0
15285,J. Sievers,1000.0,230000.0,229000.0
15286,J. Abarzua,1000.0,250000.0,249000.0
15287,C. Villanueva,4000.0,240000.0,236000.0
15288,N. Arena,2000.0,325000.0,323000.0
15289,S. Marasovic,4000.0,450000.0,446000.0
15290,M. Falkeborn,1000.0,220000.0,219000.0
15291,R. Boultam,1000.0,450000.0,449000.0
15292,G. Giannoutsos,1000.0,325000.0,324000.0
15293,L. Plogmann,1000.0,400000.0,399000.0
15294,S. Perilli,1000.0,230000.0,229000.0
15295,A. Davies,5000.0,325000.0,320000.0
15296,S. Adrian,1000.0,375000.0,374000.0
15297,I. Miller,3000.0,190000.0,187000.0
15298,V. Rodríguez,7000.0,325000.0,318000.0
15299,N. Hagelskjær,2000.0,160000.0,158000.0
15300,T. Archibald,4000.0,450000.0,446000.0
15301,C. Missilou,2000.0,260000.0,258000.0
15302,C. McGrandles,2000.0,325000.0,323000.0
15303,A. Rufer,1000.0,220000.0,219000.0
15304,R. Hall-Johnson,2000.0,180000.0,178000.0
15305,N. Kirby,3000.0,325000.0,322000.0
15306,E. Mena,1000.0,300000.0,299000.0
15307,M. Haarup,1000.0,200000.0,199000.0
15308,S. Kassar,3000.0,120000.0,117000.0
15309,K. Callan-McFadden,1000.0,180000.0,179000.0
15310,Ramón,2000.0,130000.0,128000.0
15311,R. Grego-Cox,1000.0,240000.0,239000.0
15312,R. Broom,2000.0,220000.0,218000.0
15313,L. Fenton,1000.0,160000.0,159000.0
15314,M. Özvardar,2000.0,270000.0,268000.0
15315,J. Rasheed,1000.0,140000.0,139000.0
15316,A. Siemaszko,1000.0,220000.0,219000.0
15317,B. Breukers,1000.0,240000.0,239000.0
15318,G. Kılıç,1000.0,325000.0,324000.0
15319,H. Koné,1000.0,150000.0,149000.0
15320,Iván Martos,1000.0,240000.0,239000.0
15321,D. O'Halloran,1000.0,240000.0,239000.0
15322,G. McEachran,6000.0,350000.0,344000.0
15323,N. Mekonnen,2000.0,290000.0,288000.0
15324,L. Wedl,1000.0,170000.0,169000.0
15325,C. Hall,2000.0,350000.0,348000.0
15326,L. Pfeiffer,2000.0,230000.0,228000.0
15327,D. Markey,1000.0,270000.0,269000.0
15328,J. Schuurman,1000.0,220000.0,219000.0
15329,J. Stanic,1000.0,300000.0,299000.0
15330,Joo Hyun Ho,1000.0,240000.0,239000.0
15331,A. de Jong,0.0,0.0,0.0
15332,W. Sietsma,2000.0,180000.0,178000.0
15333,C. Jordan,3000.0,300000.0,297000.0
15334,Óscar Gil,1000.0,220000.0,219000.0
15335,S. Matthews,1000.0,230000.0,229000.0
15336,K. Fukuda,1000.0,90000.0,89000.0
15337,O. Patrick,2000.0,250000.0,248000.0
15338,L. Kryeziu,1000.0,325000.0,324000.0
15339,J. Lyden,3000.0,250000.0,247000.0
15340,K. Hansen,3000.0,270000.0,267000.0
15341,Y. Yakovenko,2000.0,210000.0,208000.0
15342,B. Sabovic,1000.0,240000.0,239000.0
15343,F. Irie,2000.0,270000.0,268000.0
15344,S. Hornby,2000.0,140000.0,138000.0
15345,D. Padilla,1000.0,200000.0,199000.0
15346,M. Bakhit,2000.0,150000.0,148000.0
15347,S. Sosa,1000.0,300000.0,299000.0
15348,F. Mveng,4000.0,190000.0,186000.0
15349,M. Velázquez,4000.0,130000.0,126000.0
15350,Nuno Malheiro,1000.0,170000.0,169000.0
15351,K. Devaney,1000.0,160000.0,159000.0
15352,Zhang Jiaqi,2000.0,160000.0,158000.0
15353,Oleaga,2000.0,180000.0,178000.0
15354,J. Kristoffersen,1000.0,220000.0,219000.0
15355,F. Şimşek,2000.0,350000.0,348000.0
15356,R. Singh,0.0,0.0,0.0
15357,M. Smith,2000.0,220000.0,218000.0
15358,M. Čović,3000.0,350000.0,347000.0
15359,Z. de la Paz,2000.0,180000.0,178000.0
15360,N. Sugai,1000.0,90000.0,89000.0
15361,K. Ikeda,1000.0,140000.0,139000.0
15362,M. Fonseca,2000.0,240000.0,238000.0
15363,Y. Roemer,1000.0,300000.0,299000.0
15364,R. Simpson,3000.0,100000.0,97000.0
15365,Kim Gyeong Jae,1000.0,180000.0,179000.0
15366,Jeong Seung Won,1000.0,300000.0,299000.0
15367,M. Šverko,3000.0,300000.0,297000.0
15368,T. Corbaz,1000.0,200000.0,199000.0
15369,R. Marín,6000.0,350000.0,344000.0
15370,B. Lika,2000.0,160000.0,158000.0
15371,N. Baumann,1000.0,170000.0,169000.0
15372,M. Kamenz,1000.0,150000.0,149000.0
15373,Wang Wei,2000.0,150000.0,148000.0
15374,K. Sidibé,2000.0,300000.0,298000.0
15375,A. Ramalingom,1000.0,210000.0,209000.0
15376,Zhou Liao,3000.0,160000.0,157000.0
15377,K. Madianga,1000.0,210000.0,209000.0
15378,K. Grabara,3000.0,280000.0,277000.0
15379,I. Al Shuayl,2000.0,180000.0,178000.0
15380,P. Gehrmann,1000.0,210000.0,209000.0
15381,T. Weiner,1000.0,230000.0,229000.0
15382,O. Al Khalaf,3000.0,240000.0,237000.0
15383,V. Kušej,2000.0,325000.0,323000.0
15384,F. Manzo,1000.0,230000.0,229000.0
15385,B. Chorbadzhiyski,0.0,0.0,0.0
15386,A. Sissoko,1000.0,220000.0,219000.0
15387,D. Olsson,1000.0,190000.0,189000.0
15388,P. McClean,1000.0,250000.0,249000.0
15389,D. Horkaš,1000.0,190000.0,189000.0
15390,T. Enomoto,1000.0,40000.0,39000.0
15391,S. Sidler,1000.0,260000.0,259000.0
15392,C. Kühlwetter,1000.0,230000.0,229000.0
15393,A. Busti,0.0,0.0,0.0
15394,A. Mitchell,0.0,0.0,0.0
15395,E. Robson,2000.0,260000.0,258000.0
15396,Moon Jeong In,1000.0,210000.0,209000.0
15397,Gao Jiarun,2000.0,180000.0,178000.0
15398,D. Pender,1000.0,60000.0,59000.0
15399,A. Gamboa,1000.0,260000.0,259000.0
15400,E. Henschel,1000.0,250000.0,249000.0
15401,J. Abbel,1000.0,220000.0,219000.0
15402,A. Al Amri,3000.0,220000.0,217000.0
15403,Han Seung Wook,1000.0,240000.0,239000.0
15404,K. Eek,1000.0,120000.0,119000.0
15405,C. Manley,1000.0,220000.0,219000.0
15406,J. Peñaloza,2000.0,325000.0,323000.0
15407,D. Martinović,1000.0,230000.0,229000.0
15408,T. Müsel,2000.0,325000.0,323000.0
15409,E. Coronel,2000.0,200000.0,198000.0
15410,W. Ditta,1000.0,210000.0,209000.0
15411,J. Andersson,1000.0,200000.0,199000.0
15412,Lee Sang Hyeob,1000.0,150000.0,149000.0
15413,R. Sykes,1000.0,260000.0,259000.0
15414,P. Kucharczyk,1000.0,170000.0,169000.0
15415,P. Bucha,1000.0,240000.0,239000.0
15416,J. Wrąbel,1000.0,190000.0,189000.0
15417,K. Colvey,1000.0,170000.0,169000.0
15418,O. Al Sunain,3000.0,180000.0,177000.0
15419,B. Wilmot,3000.0,290000.0,287000.0
15420,S. Kelly,1000.0,200000.0,199000.0
15421,M. Bachini,1000.0,230000.0,229000.0
15422,Iván Jaime,1000.0,300000.0,299000.0
15423,R. Armand,1000.0,140000.0,139000.0
15424,C. Dunn,1000.0,100000.0,99000.0
15425,Oh Inpyo,1000.0,230000.0,229000.0
15426,M. Tyler,1000.0,10000.0,9000.0
15427,R. Ariza,1000.0,220000.0,219000.0
15428,B. Murphy,1000.0,80000.0,79000.0
15429,N. Tenaglia,2000.0,220000.0,218000.0
15430,J. Meier,3000.0,290000.0,287000.0
15431,B. Goller,2000.0,325000.0,323000.0
15432,N. Yamada,2000.0,160000.0,158000.0
15433,P. Arredondo,1000.0,190000.0,189000.0
15434,C. Mitchell,4000.0,160000.0,156000.0
15435,K. Taylor,4000.0,280000.0,276000.0
15436,F. Hollinger-Janzen,1000.0,220000.0,219000.0
15437,M. Baghdadi,1000.0,230000.0,229000.0
15438,O. Sterling-James,3000.0,200000.0,197000.0
15439,Yang Ting,2000.0,160000.0,158000.0
15440,K. Kaïboue,1000.0,240000.0,239000.0
15441,V. Burgoa,1000.0,300000.0,299000.0
15442,Pol Moreno,1000.0,200000.0,199000.0
15443,M. Blakstad,1000.0,220000.0,219000.0
15444,S. Tigges,1000.0,240000.0,239000.0
15445,S. Abdullah,3000.0,120000.0,117000.0
15446,A. Lewis,3000.0,300000.0,297000.0
15447,C. Kablan,2000.0,180000.0,178000.0
15448,O. Bertel,1000.0,200000.0,199000.0
15449,J. Bridge,2000.0,230000.0,228000.0
15450,Song Wenjie,2000.0,160000.0,158000.0
15451,H. Konaté,1000.0,140000.0,139000.0
15452,L. Zigi,1000.0,190000.0,189000.0
15453,Raúl Sánchez,3000.0,270000.0,267000.0
15454,A. Önal,3000.0,240000.0,237000.0
15455,A. Casco,2000.0,220000.0,218000.0
15456,L. Forte,1000.0,220000.0,219000.0
15457,D. Cawley,1000.0,180000.0,179000.0
15458,Che Shiwei,2000.0,270000.0,268000.0
15459,K. Malinov,0.0,0.0,0.0
15460,F. Bjørkan,1000.0,190000.0,189000.0
15461,J. Córdova,1000.0,200000.0,199000.0
15462,T. Marsh,2000.0,200000.0,198000.0
15463,L. Merolla,2000.0,180000.0,178000.0
15464,V. Wojtkowiak,1000.0,250000.0,249000.0
15465,G. Verón,1000.0,300000.0,299000.0
15466,R. Meraz,1000.0,230000.0,229000.0
15467,Ou Ya,2000.0,90000.0,88000.0
15468,T. Miyazaki,1000.0,140000.0,139000.0
15469,J. Al Shammari,3000.0,180000.0,177000.0
15470,C. Wood,1000.0,230000.0,229000.0
15471,F. Pintos,1000.0,160000.0,159000.0
15472,Maikel Santana,1000.0,150000.0,149000.0
15473,K. Hoffmann,2000.0,210000.0,208000.0
15474,J. Gies,1000.0,150000.0,149000.0
15475,I. Arai,1000.0,180000.0,179000.0
15476,A. Kecskés,1000.0,200000.0,199000.0
15477,Li Benjian,2000.0,120000.0,118000.0
15478,Cha Yeong Hwan,1000.0,150000.0,149000.0
15479,M. Sawa,1000.0,70000.0,69000.0
15480,Sergio Gónzalez,1000.0,190000.0,189000.0
15481,W. Burger,1000.0,300000.0,299000.0
15482,A. Hernández,3000.0,280000.0,277000.0
15483,A. Hadzic,1000.0,325000.0,324000.0
15484,O. Ashoor,3000.0,120000.0,117000.0
15485,E. Sonupé,2000.0,220000.0,218000.0
15486,Alberto González,1000.0,170000.0,169000.0
15487,W. Patching,1000.0,325000.0,324000.0
15488,M. Kremer,1000.0,160000.0,159000.0
15489,J. Vergara Berrio,1000.0,270000.0,269000.0
15490,D. Wright,2000.0,280000.0,278000.0
15491,E. Louro,1000.0,170000.0,169000.0
15492,K. Alexandersson,1000.0,190000.0,189000.0
15493,N. Konstandopoulos,1000.0,230000.0,229000.0
15494,S. Seferings,1000.0,200000.0,199000.0
15495,C. Estrada,4000.0,280000.0,276000.0
15496,I. El Kabbou,1000.0,325000.0,324000.0
15497,B. Mensah,2000.0,210000.0,208000.0
15498,Cui Peng,3000.0,100000.0,97000.0
15499,Zhang Wei,2000.0,170000.0,168000.0
15500,F. López,2000.0,350000.0,348000.0
15501,T. van den Belt,1000.0,300000.0,299000.0
15502,Tan Wangsong,2000.0,90000.0,88000.0
15503,D. Rosin,1000.0,280000.0,279000.0
15504,M. Lund,2000.0,190000.0,188000.0
15505,M. Busi,1000.0,250000.0,249000.0
15506,D. Blazevic,1000.0,150000.0,149000.0
15507,D. Chambost,3000.0,230000.0,227000.0
15508,S. Shearer,1000.0,10000.0,9000.0
15509,M. Steeves,1000.0,220000.0,219000.0
15510,A. Ceylan,1000.0,270000.0,269000.0
15511,Samu Pérez,1000.0,180000.0,179000.0
15512,R. Williams,2000.0,160000.0,158000.0
15513,D. Shiels,1000.0,90000.0,89000.0
15514,N. Okafor,2000.0,325000.0,323000.0
15515,S. Briñone,2000.0,210000.0,208000.0
15516,N. Maeda,1000.0,210000.0,209000.0
15517,O. Ökke,2000.0,240000.0,238000.0
15518,A. Lotti,3000.0,240000.0,237000.0
15519,E. Lara,2000.0,290000.0,288000.0
15520,E. Salles,1000.0,160000.0,159000.0
15521,N. Ofoborh,3000.0,290000.0,287000.0
15522,J. Sotirio,2000.0,220000.0,218000.0
15523,A. Didic,1000.0,210000.0,209000.0
15524,L. Kryger,1000.0,70000.0,69000.0
15525,R. Willmott,2000.0,160000.0,158000.0
15526,B. McGrath,2000.0,170000.0,168000.0
15527,B. Provoste,1000.0,325000.0,324000.0
15528,F. Brorsson,1000.0,260000.0,259000.0
15529,Zhang Yi,2000.0,200000.0,198000.0
15530,P. Mullin,2000.0,210000.0,208000.0
15531,T. Hadler,1000.0,150000.0,149000.0
15532,R. Goteni,1000.0,180000.0,179000.0
15533,A. Ikedi,1000.0,260000.0,259000.0
15534,A. Najem,1000.0,220000.0,219000.0
15535,M. Ortíz,2000.0,170000.0,168000.0
15536,J. Díaz Price,2000.0,260000.0,258000.0
15537,S. Duggan,1000.0,150000.0,149000.0
15538,M. Šarkić,1000.0,170000.0,169000.0
15539,P. Sussek,2000.0,325000.0,323000.0
15540,K. Pytlik,1000.0,190000.0,189000.0
15541,N. Alioui,1000.0,290000.0,289000.0
15542,A. Racioppi,2000.0,280000.0,278000.0
15543,Kim Yeong Bin,1000.0,160000.0,159000.0
15544,M. Hamrol,1000.0,160000.0,159000.0
15545,J. Cataldi,1000.0,325000.0,324000.0
15546,S. Kaya,3000.0,240000.0,237000.0
15547,C. Veerachat,1000.0,200000.0,199000.0
15548,R. Rösch,2000.0,290000.0,288000.0
15549,D. Clarke,1000.0,190000.0,189000.0
15550,J. Maguire,1000.0,180000.0,179000.0
15551,Myeong Joon Jae,2000.0,200000.0,198000.0
15552,A. Romero,2000.0,280000.0,278000.0
15553,M. Segbers,1000.0,200000.0,199000.0
15554,A. Çelebi,2000.0,300000.0,298000.0
15555,F. Arhin,1000.0,270000.0,269000.0
15556,E. Opoku,1000.0,250000.0,249000.0
15557,J. Kirkpatrick,1000.0,190000.0,189000.0
15558,T. Wiesner,2000.0,190000.0,188000.0
15559,E. Steen,1000.0,180000.0,179000.0
15560,L. Mandeville,1000.0,250000.0,249000.0
15561,K. Ødemarksbakken,1000.0,230000.0,229000.0
15562,F. Serraiocco,1000.0,140000.0,139000.0
15563,H. Sarpei,2000.0,240000.0,238000.0
15564,N. Sandberg,1000.0,220000.0,219000.0
15565,I. Aliseda,1000.0,325000.0,324000.0
15566,F. Dahmen,2000.0,220000.0,218000.0
15567,K. Irep,1000.0,190000.0,189000.0
15568,M. Flynn,1000.0,50000.0,49000.0
15569,B. Mugabi,1000.0,170000.0,169000.0
15570,P. Menzel,1000.0,280000.0,279000.0
15571,D. Fontani,1000.0,180000.0,179000.0
15572,A. Nava,2000.0,325000.0,323000.0
15573,G. Della Bernardina,1000.0,300000.0,299000.0
15574,E. Alvarado,2000.0,250000.0,248000.0
15575,A. McGowan,1000.0,220000.0,219000.0
15576,S. Joss,2000.0,180000.0,178000.0
15577,João Virgínia,2000.0,260000.0,258000.0
15578,N. Lüchinger,2000.0,180000.0,178000.0
15579,Y. Mabella,1000.0,240000.0,239000.0
15580,R. Hale,2000.0,325000.0,323000.0
15581,E. Embleton,1000.0,325000.0,324000.0
15582,N. Nasseri,1000.0,220000.0,219000.0
15583,C. Elva,1000.0,210000.0,209000.0
15584,V. Stenzel,1000.0,220000.0,219000.0
15585,I. Al Talhi,4000.0,210000.0,206000.0
15586,A. Mumin,2000.0,240000.0,238000.0
15587,Paulo Alves,6000.0,260000.0,254000.0
15588,Y. Armougom,2000.0,300000.0,298000.0
15589,T. Kucz,2000.0,260000.0,258000.0
15590,S. Sy,1000.0,240000.0,239000.0
15591,M. McKee,1000.0,270000.0,269000.0
15592,Cui Yongzhe,2000.0,100000.0,98000.0
15593,S. Bengriba,1000.0,20000.0,19000.0
15594,T. Yanagi,1000.0,240000.0,239000.0
15595,J. Bekkema,1000.0,170000.0,169000.0
15596,A. Al Yami,4000.0,280000.0,276000.0
15597,Ding Jie,2000.0,100000.0,98000.0
15598,J. Bednarczyk,4000.0,325000.0,321000.0
15599,J. Ingham,2000.0,200000.0,198000.0
15600,G. Quezada,1000.0,230000.0,229000.0
15601,M. Fallatah,5000.0,250000.0,245000.0
15602,F. Agu,1000.0,290000.0,289000.0
15603,R. Polley,1000.0,240000.0,239000.0
15604,I. Chair,1000.0,300000.0,299000.0
15605,I. Khemis,1000.0,250000.0,249000.0
15606,M. Álvarez,1000.0,220000.0,219000.0
15607,O. Brynhildsen,1000.0,325000.0,324000.0
15608,R. Al Hafizi,3000.0,230000.0,227000.0
15609,M. Rosas,1000.0,350000.0,349000.0
15610,J. Torres,1000.0,300000.0,299000.0
15611,B. Dennehy,1000.0,140000.0,139000.0
15612,J. Martin,2000.0,120000.0,118000.0
15613,E. Whitehouse,2000.0,200000.0,198000.0
15614,M. Quiñones,1000.0,170000.0,169000.0
15615,R. Keskin,1000.0,200000.0,199000.0
15616,Zhang Li,2000.0,150000.0,148000.0
15617,A. Lacey,1000.0,180000.0,179000.0
15618,J. Shipley,1000.0,250000.0,249000.0
15619,L. Fadinger,2000.0,270000.0,268000.0
15620,P. Gómez,1000.0,280000.0,279000.0
15621,M. Kudus,1000.0,300000.0,299000.0
15622,J. Maxted,1000.0,150000.0,149000.0
15623,Chu Jinzhao,3000.0,170000.0,167000.0
15624,J. Medina,2000.0,140000.0,138000.0
15625,L. Ndenbe,1000.0,290000.0,289000.0
15626,Dai Wai-Tsun,1000.0,250000.0,249000.0
15627,M. Virtue,8000.0,250000.0,242000.0
15628,M. Curry,4000.0,325000.0,321000.0
15629,F. Castro,2000.0,230000.0,228000.0
15630,L. Weinkauf,2000.0,220000.0,218000.0
15631,S. Wilson,2000.0,200000.0,198000.0
15632,M. Andersson,1000.0,20000.0,19000.0
15633,T. Wiesner,1000.0,210000.0,209000.0
15634,B. Wright,1000.0,230000.0,229000.0
15635,C. Holse,2000.0,325000.0,323000.0
15636,S. Vidal,1000.0,220000.0,219000.0
15637,M. Kelly,1000.0,210000.0,209000.0
15638,H. Andersson,1000.0,300000.0,299000.0
15639,A. DeJohn,1000.0,150000.0,149000.0
15640,T. Klupś,1000.0,325000.0,324000.0
15641,K. O'Hara,8000.0,180000.0,172000.0
15642,T. Mølgaard,1000.0,200000.0,199000.0
15643,S. Singh,0.0,0.0,0.0
15644,H. Benkaïd,1000.0,160000.0,159000.0
15645,Obama,4000.0,325000.0,321000.0
15646,J. Falkmar,1000.0,150000.0,149000.0
15647,N. Bazan,1000.0,250000.0,249000.0
15648,Y. Takaoka,1000.0,160000.0,159000.0
15649,D. Nasu,1000.0,20000.0,19000.0
15650,D. Conner,1000.0,180000.0,179000.0
15651,S. Kodama,1000.0,240000.0,239000.0
15652,A. Thapa,0.0,0.0,0.0
15653,S. Farhan,2000.0,250000.0,248000.0
15654,A. Ablet,2000.0,100000.0,98000.0
15655,Yoo Ji Ha,1000.0,300000.0,299000.0
15656,M. López,1000.0,140000.0,139000.0
15657,K. Huntelaar,1000.0,260000.0,259000.0
15658,J. Atanasov,1000.0,290000.0,289000.0
15659,K. Leidsman,1000.0,250000.0,249000.0
15660,M. Spasic,1000.0,200000.0,199000.0
15661,C. Topaloglu,2000.0,140000.0,138000.0
15662,D. Jarvis,1000.0,160000.0,159000.0
15663,P. Esquivel,2000.0,210000.0,208000.0
15664,S. Mandash,3000.0,210000.0,207000.0
